state,city,population_2015
Oregon,Agate Beach,12351
Oregon,Cornelius,12185
Oregon,City of The Dalles,12113
Oregon,Southwest Jackson,12054
Oregon,Gladstone,11888
Oregon,Badger Mountain,11715
Oregon,North Siuslaw,11623
Oregon,Mount Hood,11559
Oregon,Oak Hills,11333
Oregon,Ontario,10982
Oregon,Damascus,10893
Oregon,Northeast Umatilla,10786
Oregon,Sandy,10309
Oregon,Newport,10116
Oregon,Monmouth,9950
Oregon,Cottage Grove,9845
Oregon,Baker City,9801
Oregon,North Bend,9543
Oregon,Astoria,9521
Oregon,Silverton,9493
Oregon,Tenmile,9469
Oregon,Rockcreek,9316
Oregon,Prineville,9258
Oregon,Fairview,9218
Oregon,Bull Mountain,9133
Oregon,Sweet Home,9074
Oregon,Coast Range,9013
Oregon,Independence,8768
Oregon,Eagle Point,8753
Oregon,Florence,8506
Oregon,Molalla,8422
Oregon,Cedar Hills,8300
Oregon,Lincoln City,8036
Oregon,West Haven-Sylvan,8001
Oregon,White City,7975
Oregon,Beaver Creek,7848
Oregon,Stayton,7846
Oregon,Sutherlin,7762
Oregon,Northwest Jackson,7722
Oregon,Green,7515
Oregon,Sunnyside,7512
Oregon,Hood River,7476
Oregon,Yoder,7350
Oregon,Jennings Lodge,7315
Oregon,North Albany,7286
Oregon,Milton-Freewater,7088
Oregon,Umatilla,7005
Oregon,Tumalo,6978
Oregon,Scappoose,6856
Oregon,Garden Home-Whitford,6674
Oregon,Northwest Josephine,6605
Oregon,Redland,6564
Oregon,West Slope,6554
Oregon,Madras,6533
Oregon,Seaside,6492
Oregon,Chehalem Mountain,6472
Oregon,Brookings,6407
Oregon,Scio-Lacomb,6346
Oregon,Talent,6323
Oregon,Sheridan,6065
Pennsylvania,Philadelphia,1560297
Pennsylvania,Pittsburgh,305412
Pennsylvania,Allentown,119104
Pennsylvania,Erie,99452
Pennsylvania,Reading,87812
Pennsylvania,Scranton,75281
Pennsylvania,Bethlehem,75135
Pennsylvania,Lancaster,59302
Pennsylvania,Levittown,52983
Pennsylvania,Harrisburg,49082
Pennsylvania,Altoona,45558
Pennsylvania,Penn Hills,44614
Pennsylvania,York,43865
Pennsylvania,State College,42100
Pennsylvania,Wilkes-Barre,40814
Pennsylvania,Norristown,34484
Pennsylvania,Chester,34133
Pennsylvania,Bethel Park,32257
Pennsylvania,Mount Lebanon,31469
Pennsylvania,Radnor Township,31041
Pennsylvania,Ross Township,31024
Pennsylvania,Williamsport,29197
Pennsylvania,Shaler Township,28361
Pennsylvania,Monroeville,28285
Pennsylvania,Drexel Hill,28043
Pennsylvania,Municipality of Monroeville,27973
Pennsylvania,McCandless Township,27661
Pennsylvania,Plum,27532
Pennsylvania,Easton,27052
Pennsylvania,Back Mountain,26134
Pennsylvania,Lebanon,25573
Pennsylvania,Hazleton,24932
Pennsylvania,Springfield,23802
Pennsylvania,Pottstown,22684
Pennsylvania,New Castle,22575
Pennsylvania,Allison Park,21552
Pennsylvania,Chambersburg,20602
Pennsylvania,Johnstown,20184
Pennsylvania,West Mifflin,20175
Pennsylvania,Murrysville,20162
Pennsylvania,King of Prussia,19936
Pennsylvania,Baldwin,19740
Pennsylvania,McKeesport,19561
Pennsylvania,Upper St. Clair,19229
Pennsylvania,West Chester,19189
Pennsylvania,Carlisle,18916
Pennsylvania,Municipality of Murrysville,18536
Pennsylvania,Hampton Township,16704
Pennsylvania,Phoenixville,16599
Pennsylvania,Lansdale,16487
Pennsylvania,Scott Township,16477
Pennsylvania,Hermitage,16118
Pennsylvania,Wilkinsburg,15813
Pennsylvania,Willow Grove,15726
Pennsylvania,Hanover,15454
Pennsylvania,West Norriton,15390
Pennsylvania,Fullerton,14925
Pennsylvania,Horsham,14842
Pennsylvania,Bloomsburg,14727
Pennsylvania,Greensburg,14571
Pennsylvania,Franklin Park,14269
Pennsylvania,Hershey,14257
Pennsylvania,Indiana,14194
Pennsylvania,Pottsville,13940
Pennsylvania,Whitehall,13896
Pennsylvania,Ephrata,13837
Pennsylvania,Dunmore,13791
Pennsylvania,Sharon,13669
Pennsylvania,East Norriton,13644
Pennsylvania,Washington,13551
Pennsylvania,Nether Providence Township,13527
Pennsylvania,South Park Township,13416
Pennsylvania,Butler,13369
Pennsylvania,Meadville,13238
Pennsylvania,Colonial Park,13229
Pennsylvania,Coatesville,13164
Pennsylvania,Kingston,12994
Pennsylvania,Weigelstown,12875
Pennsylvania,New Kensington,12796
Pennsylvania,St. Marys,12793
Pennsylvania,Montgomeryville,12624
Pennsylvania,Ardmore,12455
Pennsylvania,Fernway,12414
Pennsylvania,Robinson Township,11712
Pennsylvania,Elizabethtown,11611
Pennsylvania,Lower Burrell,11531
Pennsylvania,Yeadon,11525
Pennsylvania,Carnot-Moon,11372
Pennsylvania,Emmaus,11335
Pennsylvania,Munhall,11305
Pennsylvania,Jefferson Hills,11232
Pennsylvania,Shiloh,11218
Pennsylvania,Mountain Top,10982
Pennsylvania,Broomall,10789
Pennsylvania,Waynesboro,10760
Pennsylvania,Darby,10695
Pennsylvania,Lansdowne,10641
Pennsylvania,North Versailles,10603
Pennsylvania,Upper Providence Township,10564
Pennsylvania,Wyomissing,10472
Pennsylvania,Harrison Township,10421
Pennsylvania,Columbia,10383
Pennsylvania,Berwick,10316
Pennsylvania,Nanticoke,10301
Pennsylvania,Oil City,10227
Pennsylvania,Uniontown,10064
Pennsylvania,Croydon,9950
Pennsylvania,Northampton,9915
Pennsylvania,Lock Haven,9862
Pennsylvania,Progress,9765
Pennsylvania,Sunbury,9736
Pennsylvania,Darby Township,9673
Pennsylvania,Park Forest Village,9660
Pennsylvania,East Stroudsburg,9624
Pennsylvania,Bristol,9595
Pennsylvania,Brentwood,9563
Pennsylvania,Woodlyn,9485
Pennsylvania,West Goshen,9477
Pennsylvania,Warren,9410
Pennsylvania,Jeannette,9400
Pennsylvania,Lititz,9397
Pennsylvania,Economy,9294
Pennsylvania,Harleysville,9286
Pennsylvania,Aliquippa,9244
Pennsylvania,Glenshaw,8981
Pennsylvania,Mechanicsburg,8969
Pennsylvania,Northwest Harborcreek,8949
Pennsylvania,Canonsburg,8924
Pennsylvania,Swissvale,8906
Pennsylvania,Quakertown,8881
Pennsylvania,Middletown,8870
Pennsylvania,Collingdale,8797
Pennsylvania,East York,8777
Pennsylvania,Carbondale,8758
Pennsylvania,Beaver Falls,8740
Pennsylvania,Morrisville,8631
Pennsylvania,Bradford,8552
Pennsylvania,Dormont,8515
Pennsylvania,Perkasie,8484
Pennsylvania,Millersville,8482
Pennsylvania,Fairless Hills,8466
Pennsylvania,O'Hara Township,8440
Pennsylvania,Audubon,8433
Pennsylvania,Glenside,8384
Pennsylvania,Sanatoga,8378
Pennsylvania,Folsom,8323
Pennsylvania,Doylestown,8307
Pennsylvania,Bellevue,8300
Pennsylvania,Lewistown,8297
Pennsylvania,Pleasant Hills,8284
Pennsylvania,Castle Shannon,8273
Pennsylvania,Old Forge,8216
Pennsylvania,Grove City,8215
Pennsylvania,Kulpsville,8194
Pennsylvania,Latrobe,8129
Pennsylvania,Brookhaven,8073
Pennsylvania,Mount Joy,8008
Pennsylvania,Downingtown,7936
Pennsylvania,Carnegie,7912
Pennsylvania,Conshohocken,7895
Pennsylvania,Camp Hill,7892
Pennsylvania,Wilson,7827
Pennsylvania,Village Green-Green Ridge,7822
Pennsylvania,White Oak,7814
Pennsylvania,Pittston,7685
Pennsylvania,Ellwood City,7682
Pennsylvania,Gettysburg,7633
Pennsylvania,DuBois,7632
Pennsylvania,Willow Street,7578
Pennsylvania,Monessen,7529
Pennsylvania,Connellsville,7514
Pennsylvania,Palmyra,7436
Pennsylvania,Hatboro,7426
Pennsylvania,New Cumberland,7271
Pennsylvania,Shamokin,7233
Pennsylvania,Leacock-Leola-Bareville,7214
Pennsylvania,Glenolden,7174
Pennsylvania,Kennedy Township,7152
Pennsylvania,Blandon,7152
Pennsylvania,Archbald,7075
Pennsylvania,Huntingdon,7037
Pennsylvania,Ridley Park,7034
Pennsylvania,Milton,6982
Pennsylvania,Homeacre-Lyndora,6906
Pennsylvania,Tamaqua,6899
Pennsylvania,Ambridge,6895
Pennsylvania,Feasterville-Trevose,6763
Pennsylvania,Maple Glen,6742
Pennsylvania,Souderton,6739
Pennsylvania,Clairton,6720
Pennsylvania,West View,6717
Pennsylvania,Parkville,6706
Pennsylvania,Lower Allen,6694
Pennsylvania,California,6678
Pennsylvania,Clifton Heights,6668
Pennsylvania,Ancient Oaks,6661
Pennsylvania,Folcroft,6636
Pennsylvania,Wilkins Township,6592
Pennsylvania,Richboro,6563
Pennsylvania,Catasauqua,6512
Pennsylvania,Ambler,6506
Pennsylvania,Prospect Park,6484
Pennsylvania,Forest Hills,6477
Pennsylvania,Blakely,6475
Pennsylvania,Corry,6457
Pennsylvania,Edinboro,6437
Pennsylvania,Oakmont,6426
Pennsylvania,Stowe Township,6391
Pennsylvania,Franklin,6350
Pennsylvania,Linglestown,6334
Pennsylvania,Arlington Heights,6333
Pennsylvania,South Williamsport,6330
Pennsylvania,Red Lion,6319
Pennsylvania,Bellefonte,6227
Pennsylvania,Swarthmore,6202
Pennsylvania,Lionville-Marchwood,6189
Pennsylvania,Plymouth Meeting,6177
Pennsylvania,Taylor,6163
Pennsylvania,Kennett Square,6151
Pennsylvania,Enola,6111
Pennsylvania,Somerset,6092
Pennsylvania,Blue Bell,6067
Pennsylvania,Clearfield,6064
Pennsylvania,McKees Rocks,6046
Pennsylvania,Dickson City,6006
Rhode Island,Providence,179154
Rhode Island,Warwick,81963
Rhode Island,Cranston,81037
Rhode Island,Pawtucket,71499
Rhode Island,East Providence,47331
Rhode Island,Woonsocket,41228
Rhode Island,Coventry,35014
Rhode Island,Cumberland,33506
Rhode Island,North Providence,32691
Rhode Island,South Kingstown,30639
Rhode Island,West Warwick,29788
Rhode Island,Johnston,28769
Rhode Island,North Kingstown,26486
Rhode Island,Newport,24089
Rhode Island,Bristol,22139
Rhode Island,Smithfield,21430
Rhode Island,Lincoln,21105
Rhode Island,Central Falls,19328
Rhode Island,Westerly,17936
Rhode Island,Portsmouth,17389
Rhode Island,Barrington,16572
Rhode Island,Middletown,16150
Rhode Island,Burrillville,15955
Rhode Island,Narragansett,15868
Rhode Island,East Greenwich,13146
Rhode Island,North Smithfield,11967
Rhode Island,Newport East,11769
Rhode Island,Valley Falls,11547
Rhode Island,Warren,10611
Rhode Island,Scituate,10329
Rhode Island,Glocester,9746
Rhode Island,Greenville,8658
Rhode Island,Wakefield-Peacedale,8487
Rhode Island,Hopkinton,8188
Rhode Island,Cumberland Hill,7934
Rhode Island,Charlestown,7827
Rhode Island,Richmond,7708
Rhode Island,Tiverton,7557
Rhode Island,Kingston,6974
Rhode Island,Exeter,6425
Rhode Island,West Greenwich,6135
South Carolina,Columbia,132067
South Carolina,Charleston,130113
South Carolina,North Charleston,106749
South Carolina,Mount Pleasant,77796
South Carolina,Rock Hill,69967
South Carolina,Dutch Fork,66450
South Carolina,Greenville,62252
South Carolina,Pontiac,49247
South Carolina,Summerville,46974
South Carolina,Sumter,40929
South Carolina,Goose Creek,40370
South Carolina,Hilton Head Island,40039
South Carolina,Florence,37961
South Carolina,Spartanburg,37525
South Carolina,James Island,37514
South Carolina,Aiken,30258
South Carolina,Myrtle Beach,29992
South Carolina,Greer,27676
South Carolina,Anderson,27181
South Carolina,Mauldin,24823
South Carolina,Greenwood,23236
South Carolina,St. Helena,22796
South Carolina,North Augusta,22300
South Carolina,Taylors,21617
South Carolina,Shaw-Horatio,21462
South Carolina,Brushy Creek,21300
South Carolina,Wade Hampton,20622
South Carolina,Easley,20549
South Carolina,St. Andrews,20493
South Carolina,Conway,20175
South Carolina,Simpsonville,20125
South Carolina,Socastee,19952
South Carolina,Lexington,19893
South Carolina,Hanahan,19865
South Carolina,Waccamaw,17927
South Carolina,West Columbia,15920
South Carolina,Bluffton,15199
South Carolina,North Myrtle Beach,15174
South Carolina,Seven Oaks,15144
South Carolina,Clemson,15072
South Carolina,Berea,14295
South Carolina,Gantt,14229
South Carolina,Five Forks,14140
South Carolina,Dentsville,14062
South Carolina,Johns Island,13999
South Carolina,Ladson,13790
South Carolina,Orangeburg,13553
South Carolina,Red Hill,13223
South Carolina,Bear Swamp,13204
South Carolina,Beaufort,13130
South Carolina,Fort Mill,13087
South Carolina,Danwood,13038
South Carolina,Cayce,12951
South Carolina,Horrell Hill,12811
South Carolina,Gaffney,12597
South Carolina,Highland,12102
South Carolina,Irmo,11893
South Carolina,Port Royal,11870
South Carolina,Parker,11431
South Carolina,Forest Acres,10603
South Carolina,Oak Grove,10291
South Carolina,Newberry,10268
South Carolina,Pauline,10205
South Carolina,Red Bank,9617
South Carolina,Moncks Corner,9460
South Carolina,Woodfield,9303
South Carolina,Woodville,9286
South Carolina,Garden City,9209
South Carolina,Laurens,9182
South Carolina,Oakway,9155
South Carolina,Tega Cay,9120
South Carolina,Georgetown,9054
South Carolina,Lancaster,8960
South Carolina,Little River,8960
South Carolina,Lake Wylie,8841
South Carolina,Bennettsville,8833
South Carolina,Fairmont Mills,8641
South Carolina,Clinton,8619
South Carolina,Beech Island,8468
South Carolina,Van Wyck,8450
South Carolina,Stevens Creek,8350
South Carolina,Cross,8326
South Carolina,Seneca,8246
South Carolina,Sangaree,8220
South Carolina,Boiling Springs,8219
South Carolina,Fountain Inn,8134
South Carolina,Union,8041
South Carolina,York,8038
South Carolina,Sans Souci,7869
South Carolina,Hartsville,7852
South Carolina,Hopkins,7639
South Carolina,Powderville,7618
South Carolina,Murrells Inlet,7547
South Carolina,Tigerville,7542
South Carolina,Lugoff,7434
South Carolina,Longs,7123
South Carolina,Camden,7030
South Carolina,Burton,6976
South Carolina,Macedonia,6803
South Carolina,Marion,6751
South Carolina,Lake City,6732
South Carolina,Welcome,6668
South Carolina,Dillon,6658
South Carolina,Centerville,6586
South Carolina,Gramling,6304
South Carolina,Valley Falls,6299
South Carolina,Homeland Park,6296
South Carolina,Darlington,6206
South Carolina,Hendersonville,6123
South Dakota,Sioux Falls,168586
South Dakota,Rapid City,72638
South Dakota,Aberdeen,27800
South Dakota,Brookings,23225
South Dakota,Watertown,22057
South Dakota,Mitchell,15693
South Dakota,Yankton,14552
South Dakota,Pierre,14054
South Dakota,Huron,13163
South Dakota,Spearfish,11091
South Dakota,Vermillion,10699
South Dakota,Brandon,9779
South Dakota,Box Elder,9233
South Dakota,Rapid Valley,8260
South Dakota,Madison,7126
South Dakota,Sturgis,6741
Tennessee,Memphis,656861
Tennessee,Nashville-Davidson,644014
Tennessee,Metropolitan Government,620916
Tennessee,Knoxville,184281
Tennessee,Chattanooga,173778
Tennessee,Clarksville,146806
Tennessee,Murfreesboro,120954
Tennessee,Franklin,70612
Tennessee,Jackson,67319
Tennessee,Johnson City,65813
Tennessee,Bartlett,58264
Tennessee,Hendersonville,55153
Tennessee,Kingsport,53028
Tennessee,Collierville,48655
Tennessee,Smyrna,45274
Tennessee,Cleveland,43182
Tennessee,Brentwood,40982
Tennessee,Germantown,39267
Tennessee,Columbia,36071
Tennessee,La Vergne,34274
Tennessee,Spring Hill,34269
Tennessee,Gallatin,33347
Tennessee,Cookeville,31335
Tennessee,Lebanon,29427
Tennessee,Mount Juliet,29387
Tennessee,Morristown,29304
Tennessee,Oak Ridge,29303
Tennessee,Maryville,28329
Tennessee,Concord,28138
Tennessee,Bristol,26729
Tennessee,St. Bethlehem,26101
Tennessee,Farragut,21687
Tennessee,East Ridge,21317
Tennessee,Shelbyville,21037
Tennessee,Almaville,20899
Tennessee,Bluff City-Piney Flats,19335
Tennessee,Tullahoma,18899
Tennessee,West Bradley,17510
Tennessee,Goodlettsville,16991
Tennessee,Dyersburg,16839
Tennessee,Springfield,16752
Tennessee,Sevierville,16355
Tennessee,Hardin Valley,16267
Tennessee,Cedars,15507
Tennessee,East Brainerd,15187
Tennessee,Powell,15078
Tennessee,Greeneville,15035
Tennessee,Dickson,14993
Tennessee,Chilhowee,14680
Tennessee,Elizabethton,14271
Tennessee,Athens,13664
Tennessee,McMinnville,13620
Tennessee,Snow Hill,13441
Tennessee,Martha-Laguardo,13271
Tennessee,Soddy-Daisy,13190
Tennessee,Northeast Wilson,12940
Tennessee,Boston,12703
Tennessee,Middle Valley,12684
Tennessee,Lakeland,12564
Tennessee,Portland,12218
Tennessee,Lascassas,11822
Tennessee,Red Bank,11784
Tennessee,Sulphur Springs,11636
Tennessee,Arlington,11634
Tennessee,Lanier,11534
Tennessee,Lewisburg,11371
Tennessee,Crossville,11330
Tennessee,Alpha,11323
Tennessee,Martin,11322
Tennessee,Karns,11119
Tennessee,Millington,11080
Tennessee,White House,11042
Tennessee,Seymour,10919
Tennessee,West Chester,10840
Tennessee,Beech Springs,10760
Tennessee,Telford,10745
Tennessee,Collegedale,10729
Tennessee,Union City,10666
Tennessee,Lawrenceburg,10498
Tennessee,Manchester,10349
Tennessee,Paris,10156
Tennessee,Wildwood,10095
Tennessee,Brownsville,9974
Tennessee,Clinton,9889
Tennessee,Bloomingdale,9888
Tennessee,Christiana,9830
Tennessee,Gibbs,9586
Tennessee,Upper Big Bigby,9488
Tennessee,Spring Creek-Beech Bluff,9059
Tennessee,Lenoir City,9034
Tennessee,Covington,9010
Tennessee,Atoka,8935
Tennessee,Alcoa,8753
Tennessee,Southeast Bradley,8592
Tennessee,Winchester,8547
Tennessee,Signal Mountain,8519
Tennessee,Shelby Forest,8411
Tennessee,Jefferson City,8370
Tennessee,Humboldt,8348
Tennessee,Woodlawn-Dotsonville,8306
Tennessee,Ripley,8257
Tennessee,Fairview,8224
Tennessee,Hartsville/Trousdale County,8002
Tennessee,Belleview,7914
Tennessee,Milan,7834
Tennessee,Lexington,7825
Tennessee,Bean Station,7818
Tennessee,Binfield,7793
Tennessee,Harrison,7769
Tennessee,Lower Rutherford Creek,7726
Tennessee,Pulaski,7625
Tennessee,Wear Valley,7594
Tennessee,Mayland-Pleasant Hill,7422
Tennessee,Dayton,7395
Tennessee,Pope,7332
Tennessee,Oakland,7316
Tennessee,South Bradley,7237
Tennessee,Stony Creek,7231
Tennessee,Fort Campbell,7148
Tennessee,La Follette,7131
Tennessee,Fayetteville,7102
Tennessee,Southeast Nolichucky,7078
Tennessee,Savannah,7053
Tennessee,Fairfield Glade,6989
Tennessee,Dunn Creek,6937
Tennessee,Colonial Heights,6934
Tennessee,South Cleveland,6912
Tennessee,Fisherville,6906
Tennessee,Newport,6880
Tennessee,Calhoun-Riceville,6863
Tennessee,Lantana,6822
Tennessee,Powell Valley,6811
Tennessee,Church Hill,6752
Tennessee,Walden Ridge,6736
Tennessee,Bethesda,6697
Tennessee,Greenbrier,6685
Tennessee,Millersville,6660
Tennessee,Unionville,6652
Tennessee,Sale Creek,6648
Tennessee,Dibrell,6640
Tennessee,Green Hill,6618
Tennessee,Lyles-Wrigley,6544
Tennessee,Knob Creek,6543
Tennessee,Henderson,6513
Tennessee,Indian Mound-Bumpus Mills,6436
Tennessee,Nolensville,6423
Tennessee,South Cannon,6365
Tennessee,Barnard,6335
Tennessee,Lynchburg,6313
Tennessee,Harriman,6219
Tennessee,Pigeon Forge,6132
Tennessee,Munford,6055
Tennessee,Tiger Valley,6033
Tennessee,Erwin,6021
Texas,Houston,2239558
Texas,San Antonio,1436697
Texas,Dallas,1281047
Texas,Austin,912791
Texas,Fort Worth,812238
Texas,El Paso,679036
Texas,Northeast Tarrant,472730
Texas,Northwest Harris,464301
Texas,Arlington,383204
Texas,Corpus Christi,320434
Texas,Southeast Montgomery,288750
Texas,Plano,278480
Texas,Laredo,252309
Texas,Lubbock,243839
Texas,Garland,235501
Texas,Irving,232406
Texas,Amarillo,197254
Texas,Grand Prairie,185453
Texas,Brownsville,183046
Texas,McKinney,156767
Texas,Pasadena,153887
Texas,Frisco,145035
Texas,Mesquite,144416
Texas,McAllen,138596
Texas,Killeen,138154
Texas,Waco,130194
Texas,Carrollton,128353
Texas,Denton,128205
Texas,Midland,128037
Texas,Southeast Hidalgo,124914
Texas,Abilene,120958
Texas,Beaumont,117585
Texas,Odessa,114597
Texas,Round Rock,112744
Texas,East Jefferson,111383
Texas,Richardson,108617
Texas,Wichita Falls,105114
Texas,College Station,103483
Texas,Pearland,103441
Texas,Lewisville,102889
Texas,Tyler,101421
Texas,San Angelo,98975
Texas,League City,94403
Texas,Allen,94179
Texas,Southeast Harris,93921
Texas,The Woodlands,93847
Texas,Sugar Land,86777
Texas,East Grayson,86658
Texas,Edinburg,83014
Texas,Mission,82431
Texas,Longview,81593
Texas,Bryan,80913
Texas,Baytown,76127
Texas,Pharr,75382
Texas,Brazosport,71908
Texas,Missouri City,71710
Texas,Temple,70765
Texas,Flower Mound,69650
Texas,North Richland Hills,68529
Texas,New Braunfels,66394
Texas,Victoria,66094
Texas,Harlingen,65914
Texas,Conroe,65871
Texas,Atascocita,65844
Texas,Cedar Park,63574
Texas,Mansfield,62246
Texas,Georgetown,59102
Texas,San Marcos,58892
Texas,Rowlett,58407
Texas,Pflugerville,54644
Texas,Port Arthur,54548
Texas,Spring,54298
Texas,Euless,53630
Texas,DeSoto,51934
Texas,Grapevine,50844
Texas,Northeast Harris,50134
Texas,Galveston,49608
Texas,Bedford,48908
Texas,Angleton-Rosharon,48341
Texas,Cedar Hill,48084
Texas,Bruni-Mirando,47363
Texas,Texas City,46639
Texas,Wylie,45913
Texas,Colony,44421
Texas,Keller,43924
Texas,Haltom City,43913
Texas,Burleson,41818
Texas,Rockwall,41785
Texas,The Colony,41352
Texas,Coppell,40678
Texas,Livingston-New Willard,40554
Texas,Huntsville,40435
Texas,Sherman,39943
Texas,Duncanville,39707
Texas,Hurst,38733
Texas,Lancaster,38453
Texas,Channelview,38289
Texas,Friendswood,38248
Texas,Weslaco,37601
Texas,West Bexar,37315
Texas,Texarkana,37225
Texas,Schertz,36896
Texas,Northwest Rockwall,36894
Texas,Cedar Creek Lake,36825
Texas,Mission Bend,36501
Texas,San Juan,36174
Texas,Lufkin,36141
Texas,Del Rio,36079
Texas,Little Elm,35414
Texas,La Porte,35039
Texas,Rosenberg,34468
Texas,Leander,34172
Texas,Deer Park,33719
Texas,Nacogdoches,33687
Texas,Copperas Cove,32943
Texas,Socorro,32909
Texas,Kyle,32881
Texas,Farmers Branch,32560
Texas,Waxahachie,32344
Texas,Cleburne,29848
Texas,Fort Hood,29589
Texas,Southlake,29086
Texas,Harker Heights,28526
Texas,Big Spring,28472
Texas,Eagle Pass,28329
Texas,Weatherford,27769
Texas,Lake Jackson,27604
Texas,Midland Rural,27540
Texas,Seguin,27041
Texas,Kingsville,26529
Texas,South Brazos,26187
Texas,Greenville,26180
Texas,Alvin,25525
Texas,Cibolo,25280
Texas,Balch Springs,25120
Texas,Colleyville,24952
Texas,South Rockwall,24939
Texas,Paris,24895
Texas,Marshall,24701
Texas,San Benito,24506
Texas,University Park,24396
Texas,Watauga,24345
Texas,Corsicana,23989
Texas,Sachse,23681
Texas,Cloverleaf,22942
Texas,Northwest Grayson,22934
Texas,West Tom Green,22925
Texas,Denison,22907
Texas,Kerrville,22905
Texas,West Odessa,22707
Texas,Benbrook,22419
Texas,Brushy Creek,21764
Texas,Saginaw,21703
Texas,Goldsmith-Penwell,21573
Texas,Southeast Bexar,21430
Texas,Canyon Lake,21262
Texas,Hutto,21170
Texas,Plainview,21166
Texas,Cedar Creek-Red Rock,21132
Texas,Converse,21054
Texas,Midlothian,20934
Texas,East Cameron,20879
Texas,Corinth,20836
Texas,Roma-Los Saenz,20644
Texas,Murphy,20230
Texas,Belton,20128
Texas,Universal City,19721
Texas,Dickinson,19595
Texas,Angleton,19472
Texas,Alice,19395
Texas,Stephenville,19374
Texas,Horizon City,19332
Texas,Alamo,19224
Texas,Fresno,19069
Texas,Brownwood,18972
Texas,Orange,18913
Texas,Ennis,18823
Texas,Pampa,18399
Texas,Palestine,18393
Texas,Stafford,18344
Texas,Montalba-Tennessee Colony,18295
Texas,Cinco Ranch,18274
Texas,Bellaire,18252
Texas,Forney,17536
Texas,South Houston,17536
Texas,Bay City,17368
Texas,Nederland,17108
Texas,White Settlement,16896
Texas,Mercedes,16591
Texas,Terrell,16561
Texas,Taylor,16483
Texas,Donna,16448
Texas,Uvalde,16412
Texas,Brenham,16297
Texas,Jollyville,16151
Texas,Gainesville,16095
Texas,Mount Pleasant,16021
Texas,Highland Village,15995
Texas,Sulphur Springs,15975
Texas,Pecan Grove,15963
Texas,Portland,15915
Texas,Gatesville,15872
Texas,Aldine,15869
Texas,Groves,15753
Texas,Seagoville,15723
Texas,Humble,15616
Texas,West University Place,15604
Texas,Katy,15591
Texas,La Marque,15521
Texas,Alton,15497
Texas,Addison,15457
Texas,Mineral Wells,15362
Texas,Hereford,15216
Texas,New Territory,15186
Texas,Live Oak,15116
Texas,North Randall,15016
Texas,Bridge City-Orangefield,15013
Texas,Kilgore,14948
Texas,Dumas,14937
Texas,Shepherd-Evergreen,14920
Texas,Chance-Loeb,14876
Texas,Jacksonville,14675
Texas,Crowley,14572
Texas,Canyon,14432
Texas,Prosper,14416
Texas,Rio Grande City,14227
Texas,Hewitt,14166
Texas,Levelland,13954
Texas,Sienna Plantation,13721
Texas,Lakeway,13685
Texas,Henderson,13604
Texas,San Elizario,13603
Texas,Hidalgo,13497
Texas,Timberwood Park,13447
Texas,Beeville,13303
Texas,Andrews,13245
Texas,Lockhart,13232
Texas,Anderson Mill,13106
Texas,Borger,12978
Texas,Santa Fe,12860
Texas,Boerne,12835
Texas,Athens,12819
Texas,Forest Hill,12795
Texas,Seabrook,12792
Texas,Port Neches,12755
Texas,Rendon,12552
Texas,Northeast Brazos,12491
Texas,Port Lavaca,12399
Texas,Four Corners,12382
Texas,Lumberton,12312
Texas,Freeport,12191
Texas,Wells Branch,12120
Texas,Richmond,12018
Texas,La Homa,11985
Texas,Glenn Heights,11915
Texas,West Brazos,11913
Texas,Robstown,11657
Texas,El Campo,11577
Texas,Snyder,11571
Texas,Red Oak,11560
Texas,Webb,11542
Texas,Greatwood,11538
Texas,Azle,11530
Texas,Buda,11461
Texas,Robinson,11416
Texas,Clute,11392
Texas,Tomball,11299
Texas,Trophy Club,11227
Texas,Galena Park,11178
Texas,Burkburnett,11142
Texas,Raymondville,11117
Texas,Webster,11115
Texas,Leon Valley,11015
Texas,Labelle,10921
Texas,Vidor,10920
Texas,Fredericksburg,10886
Texas,Jacinto City,10809
Texas,Sweetwater,10805
Texas,Northeast Rockwall,10765
Texas,Royse City,10757
Texas,Anna,10571
Texas,Vernon,10531
Texas,Rockport,10323
Texas,Bellmead,10184
Texas,Maud-Elliot Creek,10147
Texas,Roma,10088
Texas,Bonham,10058
Texas,Northwest Bell,10042
Texas,Lackland AFB,9918
Texas,Pearsall,9852
Texas,Brownfield,9719
Texas,Ingleside,9639
Texas,Pleasanton,9638
Texas,Pollok,9456
Texas,Lamesa,9440
Texas,Perryton,9260
Texas,Pecos,9213
Texas,Hondo,9056
Texas,Granbury,9052
Texas,Hawley-Noodle,9023
Texas,Eidson Road,8960
Texas,Highland Park,8950
Texas,Liberty,8919
Texas,Jarrell,8906
Texas,Graham,8864
Texas,Fate,8812
Texas,Woodway,8760
Texas,Wharton,8659
Texas,Elgin,8622
Texas,Bacliff,8619
Texas,Commerce,8599
Texas,Fort Bliss,8591
Texas,South Bell,8528
Texas,Selma,8483
Texas,Fort Stockton,8482
Texas,Aransas Pass,8461
Texas,Kirby,8442
Texas,Helotes,8364
Texas,Fairview,8361
Texas,Hillsboro,8350
Texas,Dalhart,8326
Texas,Fabens,8257
Texas,Anderson-Bedias,8192
Texas,Southwest Grayson,8173
Texas,Princeton,8140
Texas,West Livingston,8071
Texas,Whitehouse,8044
Texas,Richland Hills,8041
Texas,Heath,7999
Texas,Bridge City,7924
